konteks	masalah sistem knalpot	masalah transmisi	masalah suspensi	gangguan listrik	masalah sistem bahan bakar	masalah kemudi	masalah ban	masalah mesin	kegagalan rem	masalah sistem pendingin	kerusakan aksesoris interior eksterior
pemasanganjasa pasang relay lampu h4 sistem buang tanggung hilang gas limbah hasil mesin kendara gejala asap knalpot asap knalpot indikasi sistem buang asap putih tebal indikasi proses bakar asap biru indikasi oli bakar mesin suara knalpot keras suara knalpot keras indikasi knalpot pipa knalpot lubang bocor sistem buang suara derak suara derak sistem buang indikasi komponen longgar rusak lindung panas gantung turun efisiensi bahan bakar turun efisiensi bahan bakar sistem buang katalis konverter sumbat getar getar kendara komponen sistem buang rusak knalpot pipa knalpot bocor kompresi nyala api busi karburator filter udara kotor usia kendara bahan susun knalpot plat besi korosi knalpot bocor bakar sempurna mesin asap knalpot wajar campur bahan bakar bensin campur molekul udara sesuai rasio kotor halang udara bersih capai mesin pengaruh sistem kontrol emisi filter udara filter oli oli bahan bakar cleaner pasang transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang sistem bahan bakar kendara roda kondisi sistem bahan bakar kendara fungsi faktor rusa komponen sistem bahan bakar proses bakar gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat mesin mobil sulit nyala mesin mobil brebet respon pedal gas telat suara gelitik ketu mesin mobil sistem listrik alternator aki kabel kabel kendur putus rangkai api fuel pump karbon endap ruang bakar setting bahan bakar udara akurat filter bahan bakar bahan bakar cleaner pasang kruk as sistem kemudi kendara fungsi atur arah kendara belok roda setir mobil komponen sistem kemudi mudah kemudi belok posisi roda gejala indikasi setir mobil tarik salah sisi setir mobil asa berat susah kontrol setir mobil lari kiri kanan suara dengung pekik laju cepat rendah selaras alignment ban sesuai rusa bengkok komponen setir sistem power steering alami sumbat seal rusak ban beda ukur kempes oli power steering tangki pompa oli optimal sumbat pompa oli jarang ganti kotor oli sesuai rekomendasi rusa understeel kaki kaki roda ban mobil aus seteering gear linkage joint aus pasang linkage bracket longgar bantal roda longgar setel rem sesuai stir stabilizer pasang as spooring balancing ban liput aus rata bocor ban rusa sidewall ban akibat tahan ban turun celaka akibat hilang traksi gagal ban kendara gejala indikasi getar kendara kemudi telapak ban aus rata mobil boros bahan bakar aus ban rata ubah pegang respons kemudi kendara tarik sisi kondisi muka jalan buruk jalan batu aspal berlobang tekan ban awat ban rutin bersih ban rutin cek tekan angin ban parkir terik matahari balance roda bagus suspensi fungsi ban lindas benda tajam rem dadak ban spooring balancing stabilizer pasang mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang layan pasang komponen relay sistem lampu kendara roda teknologi h4	1	1	1	1	1	1	1	1	0	1	0
pemasanganjasa pasang shockbreaker sistem buang tanggung hilang gas limbah hasil mesin kendara gejala asap knalpot asap knalpot indikasi sistem buang asap putih tebal indikasi proses bakar asap biru indikasi oli bakar mesin suara knalpot keras suara knalpot keras indikasi knalpot pipa knalpot lubang bocor sistem buang suara derak suara derak sistem buang indikasi komponen longgar rusak lindung panas gantung turun efisiensi bahan bakar turun efisiensi bahan bakar sistem buang katalis konverter sumbat getar getar kendara komponen sistem buang rusak knalpot pipa knalpot bocor kompresi nyala api busi karburator filter udara kotor usia kendara bahan susun knalpot plat besi korosi knalpot bocor bakar sempurna mesin asap knalpot wajar campur bahan bakar bensin campur molekul udara sesuai rasio kotor halang udara bersih capai mesin pengaruh sistem kontrol emisi filter udara filter oli oli bahan bakar cleaner pasang transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang sistem bahan bakar kendara roda kondisi sistem bahan bakar kendara fungsi faktor rusa komponen sistem bahan bakar proses bakar gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat mesin mobil sulit nyala mesin mobil brebet respon pedal gas telat suara gelitik ketu mesin mobil sistem listrik alternator aki kabel kabel kendur putus rangkai api fuel pump karbon endap ruang bakar setting bahan bakar udara akurat filter bahan bakar bahan bakar cleaner pasang kruk as sistem kemudi kendara fungsi atur arah kendara belok roda setir mobil komponen sistem kemudi mudah kemudi belok posisi roda gejala indikasi setir mobil tarik salah sisi setir mobil asa berat susah kontrol setir mobil lari kiri kanan suara dengung pekik laju cepat rendah selaras alignment ban sesuai rusa bengkok komponen setir sistem power steering alami sumbat seal rusak ban beda ukur kempes oli power steering tangki pompa oli optimal sumbat pompa oli jarang ganti kotor oli sesuai rekomendasi rusa understeel kaki kaki roda ban mobil aus seteering gear linkage joint aus pasang linkage bracket longgar bantal roda longgar setel rem sesuai stir stabilizer pasang as spooring balancing ban liput aus rata bocor ban rusa sidewall ban akibat tahan ban turun celaka akibat hilang traksi gagal ban kendara gejala indikasi getar kendara kemudi telapak ban aus rata mobil boros bahan bakar aus ban rata ubah pegang respons kemudi kendara tarik sisi kondisi muka jalan buruk jalan batu aspal berlobang tekan ban awat ban rutin bersih ban rutin cek tekan angin ban parkir terik matahari balance roda bagus suspensi fungsi ban lindas benda tajam rem dadak ban spooring balancing stabilizer pasang mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang layan pasang sistem shockbreaker kendara roda	1	1	1	1	1	1	1	1	0	1	0
pintuservice power window depan kanan rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan awat sistem power window kendara roda kanan	0	0	0	0	0	0	0	0	0	0	1
pistonover houl piston rem mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting layan awat sistem piston rem kendara roda	0	0	0	0	0	0	0	1	0	0	0
pistonpompa oli avanza mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting pompa oli kendara roda merek avanza	0	0	0	0	0	0	0	1	0	0	0
pistonring seher os 50 mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting ring seher merek os 50 kendara roda	0	0	0	0	0	0	0	1	0	0	0
pistonseher  piston  os 50 mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting seher merek os 50 kendara roda	0	0	0	0	0	0	0	1	0	0	0
pistonstang seher  piston  mesin liput sistem bakar bocor komponen mesin rusa piston katup akibat performa mesin buruk hilang tenaga gagal mesin gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat suara mesin kasar berisik mesin asap mesin bau sedap mesin alami knocking detonation getar normal mesin kendara sistem listrik aki lemah kabel busi rusak sistem bahan bakar bahan bakar kotor filter bahan bakar sumbat sistem dingin radiator bocor kipas fungsi sistem lumas oli kotor bahan bakar sesuai spesifikasi kendara pilih busi salah pre ignition detonation ruang bakar busi mesin overhoul cleaner piston filter oli oli bearing pasang engine mounting stang seher kendara roda	0	0	0	0	0	0	0	1	0	0	0
radiatorkleman selang radiator  besar  sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang klem man selang radiator kendara roda	0	0	0	0	0	0	0	0	0	1	0
radiatorradiator corolla altis assy sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang radiator merek corolla altis kendara roda	0	0	0	0	0	0	0	0	0	1	0
radiatorradiator ford everest assy sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang radiator merek ford everest kendara roda	0	0	0	0	0	0	0	0	0	1	0
radiatorservice radiator sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang layan awat sistem radiator kendara roda	0	0	0	0	0	0	0	0	0	1	0
radiatortutup radiator denso 1 1 sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang tutup radiator merek denso ukur 1 1 kendara roda	0	0	0	0	0	0	0	0	0	1	0
radiatorupper tank radiator atas innova sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang tangki sistem dingin kendara roda merek innova	0	0	0	0	0	0	0	0	0	1	0
radiatorwurth radaitor coolant 5ltr sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang cair dingin sistem dingin kendara roda kapasitas 5 liter	0	0	0	0	0	0	0	0	0	1	0
radiatorwurth radiator coolant 1ltr sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang cair dingin sistem dingin kendara roda kapasitas 1 liter	0	0	0	0	0	0	0	0	0	1	0
radiatorwurth radiator coolant 5ltr sistem dingin kendara roda sistem dingin mesin fungsi optimal sistem dingin mesin kendara roda fungsi jaga suhu operasi mesin ideal mesin operasi optimal gejala indikasi mesin panas ac mati mesin panas cepat tinggi mesin panas henti lampu merah macet kipas dingin fungsi bocor sistem dingin cair dingin mesin indikator suhu mesin suhu tinggi suara mesin keras mesin mati bocor sistem dingin kipas dingin rusak fungsi radiator rusak buntu termostat rusak cair dingin mesin habis kontaminasi thermoswitch rusak pompa air rusak salur dingin sumbat kotor radiator fanbelt filter ac pasang cair dingin sistem dingin kendara roda kapasitas 5 liter	0	0	0	0	0	0	0	0	0	1	0
rangkaperbaikan chassis depan rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan chassis kendara roda	0	0	0	0	0	0	0	0	0	0	1
rembubut disc brake  fr  r l gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem layan bubut sistem disc brake kendara roda kanan kiri	0	0	0	0	0	0	0	0	1	0	0
remkampas rem depan  fr  innova gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem kampas rem sistem rem kendara roda merek innova	0	0	0	0	0	0	0	0	1	0	0
remminyak rem dot 3 gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem oli sistem rem kendara roda standar dot 3	0	0	0	0	0	0	0	0	1	0	0
rempen kaliper rem depan gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem pen kaliper rem sistem rem kendara roda	0	0	0	0	0	0	0	0	1	0	0
remseal kaliper kit rem  fr  gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem seal kaliper kit sistem rem kendara roda kanan	0	0	0	0	0	0	0	0	1	0	0
remservice rem depan   belakang gagal rem liput aus kampas rem bocor sistem rem kaliper rem akibat jarak rem pedal rem responsif gagal rem kendara gejala indikasi pedal rem asa ringan suara bising rem rem mobil gerak salah sisi rem kemudi getar rem rem getar rem proses pakai kampas rem waktu anjur piring cakram rem rata penyok minyak rem komponen rem standar bocor selang minyak rem sensor abs ganggu pasang kampas rem rusa katup master silinder pasang cakram rata akibat mobil rem layan awat rem kendara roda	0	0	0	0	0	0	0	0	1	0	0
shockbreakershockbreaker belakang  rr  suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang shockbreaker sistem suspensi kendara roda	0	0	1	0	0	0	0	0	0	0	0
shockbreakershockbreaker belakang  rr  innova suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang shockbreaker sistem suspensi kendara roda merek innova	0	0	1	0	0	0	0	0	0	0	0
shockbreakershockbreaker belakang rr suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang shockbreaker sistem suspensi kendara roda kanan	0	0	1	0	0	0	0	0	0	0	0
shockbreakershockbreaker depan  fr  innova suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang shockbreaker sistem suspensi kendara roda merek innova	0	0	1	0	0	0	0	0	0	0	0
spooringspooring suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang sistem kemudi kendara fungsi atur arah kendara belok roda setir mobil komponen sistem kemudi mudah kemudi belok posisi roda gejala indikasi setir mobil tarik salah sisi setir mobil asa berat susah kontrol setir mobil lari kiri kanan suara dengung pekik laju cepat rendah selaras alignment ban sesuai rusa bengkok komponen setir sistem power steering alami sumbat seal rusak ban beda ukur kempes oli power steering tangki pompa oli optimal sumbat pompa oli jarang ganti kotor oli sesuai rekomendasi rusa understeel kaki kaki roda ban mobil aus seteering gear linkage joint aus pasang linkage bracket longgar bantal roda longgar setel rem sesuai stir stabilizer pasang as spooring balancing ban liput aus rata bocor ban rusa sidewall ban akibat tahan ban turun celaka akibat hilang traksi gagal ban kendara gejala indikasi getar kendara kemudi telapak ban aus rata mobil boros bahan bakar aus ban rata ubah pegang respons kemudi kendara tarik sisi kondisi muka jalan buruk jalan batu aspal berlobang tekan ban awat ban rutin bersih ban rutin cek tekan angin ban parkir terik matahari balance roda bagus suspensi fungsi ban lindas benda tajam rem dadak ban spooring balancing stabilizer pasang layan awat sistem suspensi kendara roda imbang roda	0	0	1	0	0	1	1	0	0	0	0
